person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
63,40785,RENT,1.9,PERSONAL,B,26744,,0.656,Y,24,0
59,19038,OWN,18.3,DEBTCONSOLIDATION,C,18745,13.36,0.985,N,6,1
45,40939,MORTGAGE,13.7,EDUCATION,B,17142,8.61,0.419,N,7,0
35,33008,RENT,5.1,HOMEIMPROVEMENT,D,7834,15.21,0.237,N,6,1
47,42431,RENT,,MEDICAL,B,23716,10.91,0.559,N,25,0
20,57840,MORTGAGE,6.9,EDUCATION,A,17415,8.46,0.301,Y,18,0
55,47829,MORTGAGE,2.0,HOMEIMPROVEMENT,B,34733,11.14,0.726,N,8,0
29,75838,OTHER,2.5,MEDICAL,A,636,,0.008,N,26,0
62,40198,MORTGAGE,0.9,VENTURE,A,12269,7.96,0.305,N,26,0
36,68898,OWN,3.7,HOMEIMPROVEMENT,A,7929,5.16,0.115,N,4,0
42,91011,MORTGAGE,6.8,MEDICAL,A,20569,,0.226,N,21,0
26,56986,OWN,1.6,PERSONAL,C,29268,11.35,0.514,Y,5,1
63,48463,RENT,14.0,HOMEIMPROVEMENT,B,23032,13.39,0.475,Y,25,0
26,61568,OWN,1.1,MEDICAL,A,1899,9.49,0.031,N,29,0
63,58104,RENT,0.3,DEBTCONSOLIDATION,B,20610,,0.355,N,24,0
34,85023,OWN,5.2,PERSONAL,E,4320,18.73,0.051,N,9,0
53,75855,RENT,9.5,PERSONAL,B,28010,9.48,0.369,N,22,0
65,76359,MORTGAGE,15.3,EDUCATION,G,21163,26.55,0.277,Y,14,1
64,50222,MORTGAGE,7.3,MEDICAL,C,18108,13.79,0.361,N,4,1
23,59140,OTHER,1.1,EDUCATION,F,16347,21.55,0.276,N,10,1
33,58535,MORTGAGE,19.0,DEBTCONSOLIDATION,A,6927,7.67,0.118,N,10,0
33,25233,RENT,12.6,EDUCATION,B,9705,10.93,0.385,N,11,0
35,88247,MORTGAGE,0.9,VENTURE,C,12014,10.77,0.136,N,27,0
26,19572,RENT,4.1,EDUCATION,G,5746,25.64,0.294,Y,19,1
51,72526,RENT,4.1,EDUCATION,D,14615,15.98,0.202,N,25,0
38,56774,RENT,2.9,VENTURE,C,31372,11.63,0.553,Y,29,0
21,41925,RENT,,VENTURE,A,23324,6.29,0.556,N,4,0
29,60788,MORTGAGE,0.3,HOMEIMPROVEMENT,B,12458,10.34,0.205,N,13,0
36,61710,OWN,4.9,EDUCATION,A,17464,,0.283,N,26,0
56,23877,OWN,1.1,PERSONAL,B,31950,9.77,1.338,Y,3,1
31,106816,RENT,3.7,VENTURE,A,18378,6.64,0.172,N,13,0
25,51004,RENT,7.6,MEDICAL,B,12264,10.07,0.24,N,10,0
41,175098,RENT,1.4,HOMEIMPROVEMENT,D,28150,14.07,0.161,N,3,0
51,75687,RENT,2.5,HOMEIMPROVEMENT,A,17787,9.06,0.235,Y,16,0
60,50370,RENT,15.1,EDUCATION,B,14627,9.56,0.29,N,8,0
39,33539,RENT,7.2,DEBTCONSOLIDATION,A,15426,7.61,0.46,N,8,0
20,46121,MORTGAGE,4.3,PERSONAL,B,1070,11.94,0.023,N,9,0
25,53231,MORTGAGE,1.3,DEBTCONSOLIDATION,B,16021,11.36,0.301,N,16,0
38,109752,MORTGAGE,2.8,DEBTCONSOLIDATION,A,26417,7.36,0.241,N,13,0
37,96246,RENT,7.4,VENTURE,F,4665,21.87,0.048,Y,21,1
25,62838,MORTGAGE,8.6,MEDICAL,B,5464,9.97,0.087,N,21,0
64,129709,MORTGAGE,1.4,EDUCATION,A,3159,5.05,0.024,N,25,0
52,16173,RENT,5.4,PERSONAL,B,9691,8.54,0.599,N,7,0
42,63229,RENT,,EDUCATION,A,4691,7.29,0.074,N,7,0
42,97793,RENT,,EDUCATION,A,34057,6.55,0.348,N,17,0
45,66243,RENT,4.0,HOMEIMPROVEMENT,B,30186,8.2,0.456,N,27,0
32,23551,MORTGAGE,1.3,DEBTCONSOLIDATION,A,4105,7.35,0.174,N,6,1
26,105260,RENT,0.4,MEDICAL,C,27991,13.91,0.266,N,27,0
34,74513,MORTGAGE,6.5,MEDICAL,D,21573,17.4,0.29,N,4,1
63,59198,RENT,3.4,MEDICAL,B,1989,10.64,0.034,Y,15,0
46,51461,MORTGAGE,,MEDICAL,C,8581,,0.167,N,19,0
45,146757,RENT,5.5,VENTURE,B,24125,10.82,0.164,N,25,0
52,62597,MORTGAGE,6.5,VENTURE,A,10733,7.34,0.171,N,29,0
34,42913,RENT,1.8,MEDICAL,B,11829,8.89,0.276,N,2,0
55,31374,RENT,1.5,PERSONAL,C,5521,,0.176,N,18,0
64,74357,OWN,4.6,VENTURE,A,25222,8.02,0.339,N,13,0
46,84324,MORTGAGE,1.1,VENTURE,C,16696,13.38,0.198,N,6,0
24,50568,RENT,8.4,PERSONAL,D,1187,16.31,0.023,Y,22,1
21,36070,MORTGAGE,3.7,MEDICAL,D,13432,16.08,0.372,N,3,1
52,101877,MORTGAGE,1.3,EDUCATION,A,16065,7.72,0.158,N,27,0
35,30089,MORTGAGE,4.9,VENTURE,A,17566,6.39,0.584,N,8,0
42,144812,RENT,14.5,EDUCATION,A,22406,6.85,0.155,N,18,0
57,32728,OWN,0.4,EDUCATION,E,9882,19.89,0.302,N,21,0
35,24268,RENT,0.6,PERSONAL,D,4441,16.04,0.183,N,5,0
33,26037,RENT,9.3,MEDICAL,D,21806,15.1,0.838,N,3,1
48,26626,RENT,0.6,DEBTCONSOLIDATION,B,29920,9.17,1.124,N,20,1
45,43039,MORTGAGE,0.2,EDUCATION,B,16039,10.05,0.373,N,19,0
54,37892,OWN,,MEDICAL,B,18173,6.9,0.48,N,23,0
34,86124,MORTGAGE,3.1,HOMEIMPROVEMENT,D,8798,18.1,0.102,N,19,0
22,79629,MORTGAGE,4.2,DEBTCONSOLIDATION,D,30022,15.79,0.377,N,14,0
42,43350,OTHER,3.5,DEBTCONSOLIDATION,B,9986,10.58,0.23,N,8,0
48,270184,MORTGAGE,,DEBTCONSOLIDATION,B,9716,,0.036,N,23,0
53,43035,MORTGAGE,7.3,MEDICAL,D,23586,16.3,0.548,N,27,0
52,46307,OTHER,20.6,PERSONAL,A,10674,5.36,0.231,N,19,0
60,24280,RENT,3.2,PERSONAL,D,13920,14.72,0.573,N,20,1
60,46896,MORTGAGE,0.4,HOMEIMPROVEMENT,B,18152,8.21,0.387,N,25,0
42,57732,MORTGAGE,15.6,PERSONAL,B,1797,11.31,0.031,N,2,0
26,25557,OWN,0.0,MEDICAL,C,7693,11.15,0.301,N,10,0
22,37261,OWN,7.5,DEBTCONSOLIDATION,C,33583,12.2,0.901,N,3,1
51,58680,MORTGAGE,0.2,MEDICAL,A,13445,8.57,0.229,N,9,0
50,36729,OWN,7.2,DEBTCONSOLIDATION,F,25628,20.64,0.698,N,25,1
37,32735,MORTGAGE,,MEDICAL,G,19653,25.18,0.6,N,9,1
62,75370,RENT,2.5,PERSONAL,B,9758,,0.129,N,21,0
26,24217,RENT,1.4,MEDICAL,C,18885,12.93,0.78,N,3,1
60,26947,MORTGAGE,1.3,VENTURE,C,11475,13.19,0.426,Y,28,1
20,54044,RENT,3.4,DEBTCONSOLIDATION,B,28441,10.64,0.526,N,3,0
33,78072,MORTGAGE,0.9,DEBTCONSOLIDATION,F,26349,,0.337,N,24,1
51,57990,RENT,5.6,HOMEIMPROVEMENT,A,6308,5.88,0.109,N,2,0
25,43341,OWN,2.3,VENTURE,A,24363,6.47,0.562,N,3,0
58,41441,RENT,2.0,MEDICAL,E,13776,19.76,0.332,N,4,0
29,85454,OWN,3.1,PERSONAL,A,7068,6.76,0.083,N,24,0
26,78625,OWN,3.9,HOMEIMPROVEMENT,D,11951,15.33,0.152,N,28,0
45,50383,MORTGAGE,0.8,VENTURE,A,21334,8.24,0.423,Y,13,0
53,42079,RENT,6.2,MEDICAL,F,1098,19.33,0.026,N,9,0
49,49981,MORTGAGE,10.7,PERSONAL,D,27752,17.35,0.555,N,21,1
55,32860,MORTGAGE,1.6,MEDICAL,E,21591,,0.657,N,21,1
40,45134,RENT,1.0,DEBTCONSOLIDATION,F,4457,21.75,0.099,N,27,1
36,37449,RENT,7.1,VENTURE,A,1679,5.42,0.045,N,18,0
52,46375,RENT,1.0,VENTURE,B,24088,10.21,0.519,N,14,1
29,38195,RENT,0.2,HOMEIMPROVEMENT,C,9479,13.58,0.248,N,2,0
61,65393,RENT,4.8,PERSONAL,D,30633,14.03,0.468,N,24,0
31,76889,RENT,1.4,EDUCATION,A,10077,7.1,0.131,N,12,0
35,39781,MORTGAGE,0.9,MEDICAL,E,20387,21.34,0.512,N,10,0
60,31365,OWN,20.0,PERSONAL,A,22376,8.52,0.713,N,3,0
51,72503,MORTGAGE,1.7,EDUCATION,E,31073,19.63,0.429,N,13,1
34,54264,OWN,11.7,PERSONAL,B,32779,10.49,0.604,N,26,1
46,40066,MORTGAGE,1.0,MEDICAL,B,5738,10.05,0.143,N,12,0
47,104459,MORTGAGE,8.5,MEDICAL,B,22450,10.18,0.215,N,8,0
36,35926,RENT,3.5,HOMEIMPROVEMENT,A,30363,6.89,0.845,N,17,1
65,16381,RENT,0.4,VENTURE,B,26874,10.25,1.641,N,28,1
21,33210,MORTGAGE,6.6,VENTURE,B,18627,8.04,0.561,N,16,1
55,119384,OWN,11.1,VENTURE,B,14809,,0.124,N,25,0
26,41161,MORTGAGE,0.9,HOMEIMPROVEMENT,D,26032,15.1,0.632,N,6,1
32,36919,RENT,6.5,VENTURE,B,32815,11.24,0.889,N,18,1
34,49743,MORTGAGE,2.9,PERSONAL,B,32606,10.71,0.655,Y,9,1
44,85484,RENT,7.0,VENTURE,E,28710,20.02,0.336,N,27,0
42,46835,RENT,6.3,VENTURE,D,27675,16.11,0.591,N,20,1
41,67862,MORTGAGE,0.1,DEBTCONSOLIDATION,A,31078,8.46,0.458,Y,22,0
45,44174,MORTGAGE,1.0,MEDICAL,D,33534,17.6,0.759,N,24,1
52,68156,MORTGAGE,3.2,HOMEIMPROVEMENT,G,30909,26.43,0.454,Y,8,1
30,54130,OWN,13.6,HOMEIMPROVEMENT,E,7121,18.18,0.132,N,8,1
29,39383,MORTGAGE,2.1,VENTURE,D,6060,16.07,0.154,N,28,0
44,56497,MORTGAGE,5.0,DEBTCONSOLIDATION,C,19925,12.44,0.353,N,14,1
56,36374,RENT,0.1,EDUCATION,A,29236,8.77,0.804,Y,28,1
62,22971,RENT,6.2,MEDICAL,C,12947,14.35,0.564,N,19,0
57,48487,MORTGAGE,4.6,VENTURE,C,15984,13.55,0.33,N,19,0
60,24121,RENT,6.3,EDUCATION,B,10814,10.83,0.448,Y,4,1
64,68090,RENT,11.8,PERSONAL,A,33820,7.35,0.497,N,7,0
43,48020,RENT,,DEBTCONSOLIDATION,B,19436,8.88,0.405,Y,17,0
59,107238,MORTGAGE,1.5,DEBTCONSOLIDATION,C,5958,14.29,0.056,Y,29,1
65,40878,MORTGAGE,27.3,MEDICAL,B,28005,12.42,0.685,Y,11,0
52,48483,MORTGAGE,0.8,DEBTCONSOLIDATION,C,26234,13.61,0.541,Y,3,1
36,21844,MORTGAGE,6.4,HOMEIMPROVEMENT,E,23641,18.86,1.082,N,14,1
43,26708,RENT,6.5,EDUCATION,B,2600,9.13,0.097,N,8,0
56,19471,MORTGAGE,5.7,VENTURE,F,6743,21.69,0.346,N,14,1
21,88665,OWN,1.3,EDUCATION,B,18273,8.47,0.206,N,26,0
51,38072,RENT,1.2,HOMEIMPROVEMENT,A,12244,5.9,0.322,N,10,0
43,101711,MORTGAGE,5.5,PERSONAL,A,6963,6.8,0.068,N,3,0
28,11222,MORTGAGE,1.0,EDUCATION,B,14713,10.38,1.311,Y,9,1
23,114856,MORTGAGE,5.4,VENTURE,A,14965,5.23,0.13,N,9,0
36,47220,RENT,3.4,EDUCATION,D,23988,16.23,0.508,N,9,0
36,59095,OWN,2.4,DEBTCONSOLIDATION,D,15822,17.9,0.268,N,3,0
49,27320,MORTGAGE,1.8,PERSONAL,E,1307,19.52,0.048,N,16,1
59,65513,MORTGAGE,14.7,EDUCATION,C,26482,13.59,0.404,N,4,1
30,39908,RENT,3.5,PERSONAL,B,9309,10.49,0.233,N,21,0
40,25420,MORTGAGE,4.1,PERSONAL,A,17794,5.08,0.7,N,28,0
40,25229,MORTGAGE,14.9,MEDICAL,C,3985,11.19,0.158,N,15,1
37,24985,RENT,5.3,MEDICAL,C,29945,13.72,1.199,N,23,1
48,60423,RENT,15.8,VENTURE,B,15701,10.85,0.26,Y,3,1
43,34558,MORTGAGE,,VENTURE,E,6314,20.25,0.183,N,6,1
29,19889,RENT,9.4,VENTURE,C,30550,14.62,1.536,N,10,1
64,60060,MORTGAGE,2.0,PERSONAL,D,33970,15.38,0.566,N,23,0
36,14838,RENT,8.3,PERSONAL,C,2855,14.16,0.192,Y,29,0
37,101822,RENT,9.7,MEDICAL,B,5352,11.15,0.053,Y,9,0
61,146170,MORTGAGE,1.6,DEBTCONSOLIDATION,D,7278,17.84,0.05,N,3,0
39,23817,RENT,2.6,PERSONAL,A,30553,8.92,1.283,N,5,1
56,87452,OTHER,6.5,MEDICAL,C,20067,,0.229,N,23,0
64,59397,OWN,0.5,EDUCATION,B,29448,9.9,0.496,Y,21,0
37,37234,MORTGAGE,7.0,VENTURE,A,23143,7.25,0.622,N,26,0
36,38202,MORTGAGE,0.6,VENTURE,B,24289,,0.636,N,29,0
28,70260,OWN,12.3,HOMEIMPROVEMENT,B,12747,11.33,0.181,N,19,0
33,47955,RENT,1.6,DEBTCONSOLIDATION,A,18594,6.75,0.388,N,24,0
48,11768,MORTGAGE,4.3,MEDICAL,D,14109,17.4,1.199,Y,26,1
50,153300,RENT,0.6,HOMEIMPROVEMENT,B,25939,11.82,0.169,N,3,0
23,62208,RENT,1.6,VENTURE,B,20612,9.66,0.331,Y,13,1
37,47638,MORTGAGE,2.6,HOMEIMPROVEMENT,B,23579,7.91,0.495,N,7,0
39,33019,MORTGAGE,3.3,EDUCATION,D,34349,15.97,1.04,N,3,0
62,44181,RENT,0.0,HOMEIMPROVEMENT,A,7031,8.6,0.159,Y,22,0
63,98523,RENT,11.0,EDUCATION,C,16413,14.59,0.167,N,13,0
28,56607,MORTGAGE,0.0,VENTURE,B,18762,9.88,0.331,N,28,0
32,60261,RENT,7.4,PERSONAL,E,25388,,0.421,N,25,0
34,24660,MORTGAGE,,MEDICAL,C,31767,12.82,1.288,N,4,1
46,40445,MORTGAGE,3.7,HOMEIMPROVEMENT,A,13040,,0.322,N,16,0
34,50416,RENT,1.2,DEBTCONSOLIDATION,B,32295,7.94,0.641,N,22,0
47,71905,RENT,4.7,EDUCATION,C,30089,13.62,0.418,N,20,0
56,38999,MORTGAGE,3.9,DEBTCONSOLIDATION,A,14263,6.42,0.366,N,20,0
38,81660,MORTGAGE,0.9,VENTURE,E,23179,19.26,0.284,N,18,0
45,26123,RENT,1.4,DEBTCONSOLIDATION,A,6550,7.81,0.251,Y,15,0
45,50931,RENT,0.3,DEBTCONSOLIDATION,A,20615,,0.405,Y,3,0
44,46458,RENT,0.3,VENTURE,A,28513,6.17,0.614,Y,24,0
45,21299,RENT,0.1,PERSONAL,C,32752,,1.538,N,15,1
45,47751,MORTGAGE,1.2,DEBTCONSOLIDATION,B,34561,10.71,0.724,N,5,1
65,35581,MORTGAGE,5.7,DEBTCONSOLIDATION,A,1434,7.79,0.04,N,15,0
47,106678,MORTGAGE,1.9,DEBTCONSOLIDATION,D,23277,,0.218,Y,12,1
37,39118,MORTGAGE,2.1,VENTURE,A,30869,,0.789,N,13,0
51,59455,RENT,0.7,DEBTCONSOLIDATION,B,5191,9.95,0.087,Y,14,0
22,24907,RENT,4.3,VENTURE,A,17382,6.11,0.698,N,12,0
21,55832,MORTGAGE,2.1,PERSONAL,E,27235,17.82,0.488,N,18,1
52,39015,MORTGAGE,5.6,VENTURE,D,26111,16.59,0.669,N,5,1
61,31985,MORTGAGE,6.8,DEBTCONSOLIDATION,C,28602,13.29,0.894,N,17,0
38,232964,MORTGAGE,4.4,EDUCATION,A,2172,7.46,0.009,N,26,0
36,40360,MORTGAGE,1.6,DEBTCONSOLIDATION,B,20518,8.67,0.508,N,25,0
63,43626,RENT,3.6,HOMEIMPROVEMENT,C,28297,10.33,0.649,N,7,0
52,80506,MORTGAGE,1.5,HOMEIMPROVEMENT,B,23164,10.73,0.288,N,7,0
31,32124,MORTGAGE,11.7,EDUCATION,B,25011,11.44,0.779,N,19,1
22,61193,OTHER,7.3,HOMEIMPROVEMENT,D,14386,14.06,0.235,N,22,1
62,64904,MORTGAGE,3.4,DEBTCONSOLIDATION,A,33596,6.5,0.518,N,26,0
45,56082,MORTGAGE,16.8,VENTURE,C,20750,16.17,0.37,N,25,0
54,173335,MORTGAGE,4.0,DEBTCONSOLIDATION,B,9831,10.68,0.057,N,21,0
27,31497,OWN,2.0,HOMEIMPROVEMENT,C,1509,14.57,0.048,N,8,0
55,114197,OTHER,0.5,HOMEIMPROVEMENT,A,25404,8.96,0.222,N,16,0
26,63556,MORTGAGE,3.9,VENTURE,A,9487,,0.149,N,10,0
65,80837,MORTGAGE,9.8,HOMEIMPROVEMENT,C,665,15.81,0.008,Y,6,0
65,59140,RENT,10.1,VENTURE,F,4179,19.91,0.071,N,3,1
55,137730,MORTGAGE,4.6,PERSONAL,F,27804,22.61,0.202,N,3,0
35,41107,MORTGAGE,2.5,DEBTCONSOLIDATION,A,31915,7.41,0.776,N,9,0
43,64438,MORTGAGE,,PERSONAL,A,9078,5.68,0.141,N,25,0
20,100509,RENT,7.2,HOMEIMPROVEMENT,C,3537,12.11,0.035,N,9,0
44,36049,MORTGAGE,2.7,PERSONAL,B,5588,9.26,0.155,N,6,0
29,84985,RENT,3.2,HOMEIMPROVEMENT,D,2198,14.27,0.026,N,29,1
35,48520,MORTGAGE,5.7,PERSONAL,B,1691,8.3,0.035,N,19,0
35,24854,RENT,10.5,HOMEIMPROVEMENT,B,21816,9.61,0.878,N,17,1
27,22062,MORTGAGE,7.8,MEDICAL,C,7675,12.42,0.348,N,12,0
48,46632,RENT,0.1,DEBTCONSOLIDATION,A,24489,6.21,0.525,Y,15,0
58,84540,RENT,0.7,EDUCATION,C,6054,14.0,0.072,N,28,0
47,15624,MORTGAGE,9.6,DEBTCONSOLIDATION,B,11815,9.1,0.756,N,27,0
25,54734,RENT,9.0,PERSONAL,D,25396,16.32,0.464,N,29,0
35,80082,MORTGAGE,2.5,VENTURE,A,29749,7.0,0.371,N,29,0
39,24273,OWN,4.4,EDUCATION,B,22915,9.62,0.944,Y,9,1
35,34589,OWN,11.8,HOMEIMPROVEMENT,F,29624,20.36,0.856,Y,29,1
26,67157,RENT,12.1,EDUCATION,C,26375,12.8,0.393,N,21,1
60,78174,MORTGAGE,7.6,VENTURE,E,21854,18.23,0.28,Y,29,0
33,118450,RENT,,VENTURE,C,32551,14.15,0.275,N,26,0
62,35507,OWN,6.6,DEBTCONSOLIDATION,E,17998,19.77,0.507,N,11,1
45,31301,MORTGAGE,0.5,HOMEIMPROVEMENT,B,11670,9.29,0.373,N,23,1
45,121658,RENT,,DEBTCONSOLIDATION,A,34732,5.93,0.285,N,12,0
33,32363,RENT,0.8,PERSONAL,D,3970,,0.123,N,27,0
26,64796,RENT,5.4,PERSONAL,D,1929,15.7,0.03,N,24,0
52,162870,MORTGAGE,4.7,MEDICAL,C,14904,14.26,0.092,N,20,0
45,74160,RENT,7.5,DEBTCONSOLIDATION,C,21852,14.42,0.295,N,19,0
64,75417,MORTGAGE,4.0,VENTURE,E,21770,15.8,0.289,Y,19,1
39,99006,MORTGAGE,0.3,MEDICAL,A,34176,8.82,0.345,N,20,0
22,65426,OTHER,6.1,VENTURE,C,15118,12.86,0.231,N,8,0
23,75617,OWN,2.4,MEDICAL,A,1130,5.35,0.015,N,9,0
45,40602,RENT,1.9,DEBTCONSOLIDATION,A,16165,6.94,0.398,N,16,0
30,92779,MORTGAGE,23.9,PERSONAL,B,7659,9.01,0.083,N,17,0
21,61538,MORTGAGE,4.5,VENTURE,D,8642,17.98,0.14,N,21,0
33,21743,OWN,,DEBTCONSOLIDATION,D,1791,15.3,0.082,N,20,0
63,56028,RENT,3.7,DEBTCONSOLIDATION,F,11901,20.85,0.212,N,12,1
49,14863,RENT,7.3,PERSONAL,A,8409,9.52,0.566,N,8,0
31,72595,RENT,7.0,EDUCATION,B,10590,10.48,0.146,Y,20,0
45,43111,RENT,5.4,PERSONAL,A,28182,6.39,0.654,Y,25,0
63,139812,RENT,30.5,VENTURE,A,15769,9.22,0.113,N,21,0
52,64170,MORTGAGE,3.1,EDUCATION,A,19113,8.57,0.298,N,17,1
32,81495,MORTGAGE,6.1,MEDICAL,A,2311,6.26,0.028,N,9,0
33,27527,MORTGAGE,8.0,HOMEIMPROVEMENT,B,1269,9.03,0.046,N,19,0
43,71433,MORTGAGE,2.4,VENTURE,A,34767,7.12,0.487,Y,25,1
53,34462,RENT,3.1,HOMEIMPROVEMENT,B,777,9.81,0.023,Y,9,0
63,89302,OWN,17.4,HOMEIMPROVEMENT,E,25878,18.15,0.29,N,14,0
45,26500,OWN,0.2,EDUCATION,D,3808,,0.144,Y,11,0
40,52072,MORTGAGE,2.0,MEDICAL,D,9959,18.1,0.191,N,20,0
47,25930,OWN,3.3,PERSONAL,D,14065,17.26,0.542,N,19,1
55,52532,RENT,0.0,EDUCATION,B,29956,10.47,0.57,N,24,0
59,149099,MORTGAGE,11.5,MEDICAL,C,25729,12.59,0.173,Y,26,0
21,72889,RENT,1.7,PERSONAL,D,8935,15.85,0.123,N,11,0
61,48148,RENT,1.5,PERSONAL,A,8622,7.82,0.179,N,2,0
28,12655,RENT,8.6,MEDICAL,E,31917,19.72,2.522,N,6,1
42,36511,MORTGAGE,1.6,PERSONAL,B,28308,10.08,0.775,N,4,1
34,63643,RENT,5.4,VENTURE,A,5565,8.3,0.087,N,10,0
32,37013,MORTGAGE,8.6,VENTURE,C,26675,11.6,0.721,N,9,1
42,107466,RENT,7.9,EDUCATION,C,15509,14.18,0.144,N,17,0
36,50988,OWN,,PERSONAL,C,33144,13.75,0.65,N,26,0
21,88718,MORTGAGE,0.5,PERSONAL,A,2452,5.29,0.028,N,26,0
39,54868,RENT,0.4,MEDICAL,B,18040,9.21,0.329,N,11,0
39,42117,RENT,1.8,VENTURE,B,27835,11.8,0.661,Y,20,1
65,37826,MORTGAGE,0.2,HOMEIMPROVEMENT,F,24325,22.63,0.643,N,15,1
22,28094,RENT,3.5,EDUCATION,D,2565,15.86,0.091,N,24,0
31,89602,MORTGAGE,2.5,DEBTCONSOLIDATION,D,10711,,0.12,N,6,0
59,38738,MORTGAGE,4.1,VENTURE,A,11661,7.01,0.301,Y,7,0
21,65333,RENT,1.8,MEDICAL,B,1883,,0.029,N,9,0
55,36711,RENT,3.3,EDUCATION,B,18759,11.12,0.511,N,27,1
33,27020,MORTGAGE,2.0,HOMEIMPROVEMENT,B,13664,12.17,0.506,Y,12,1
35,66524,RENT,1.1,DEBTCONSOLIDATION,A,18679,5.83,0.281,N,9,0
38,32510,RENT,5.2,EDUCATION,C,6860,14.4,0.211,N,24,0
53,39329,RENT,5.6,VENTURE,B,28613,9.55,0.728,N,14,1
63,24666,RENT,8.8,HOMEIMPROVEMENT,C,23521,11.53,0.954,N,2,0
65,37375,RENT,,DEBTCONSOLIDATION,A,8892,,0.238,N,18,0
25,49675,OWN,,MEDICAL,B,14815,9.17,0.298,N,17,0
32,41851,MORTGAGE,5.8,EDUCATION,D,9980,17.2,0.238,N,23,0
55,76881,MORTGAGE,0.3,VENTURE,B,12052,,0.157,N,10,0
41,53105,RENT,0.6,MEDICAL,D,2810,18.33,0.053,N,9,0
37,267807,RENT,8.4,HOMEIMPROVEMENT,C,26085,14.48,0.097,Y,29,0
31,61903,MORTGAGE,1.3,EDUCATION,D,15444,17.56,0.249,Y,2,1
49,18872,MORTGAGE,2.2,PERSONAL,A,21748,8.42,1.152,Y,9,0
59,43604,RENT,0.8,VENTURE,A,21842,7.27,0.501,N,6,0
26,45732,RENT,1.1,VENTURE,C,1876,14.63,0.041,N,19,0
51,34978,MORTGAGE,7.5,PERSONAL,F,16758,21.68,0.479,N,8,0
38,51018,MORTGAGE,1.5,MEDICAL,C,34431,12.25,0.675,N,19,1
25,34411,RENT,,VENTURE,B,18555,10.71,0.539,N,17,0
39,58867,MORTGAGE,0.8,MEDICAL,A,33715,8.49,0.573,N,13,0
46,17158,MORTGAGE,5.7,HOMEIMPROVEMENT,B,9570,,0.558,N,5,0
62,91976,OTHER,6.5,PERSONAL,B,33293,9.53,0.362,N,14,0
56,20577,MORTGAGE,2.2,MEDICAL,D,12490,14.28,0.607,N,12,0
26,42405,RENT,7.7,HOMEIMPROVEMENT,B,34841,,0.822,N,17,0
24,32761,MORTGAGE,1.4,EDUCATION,B,16147,9.16,0.493,N,13,0
30,58003,MORTGAGE,5.9,VENTURE,A,696,8.47,0.012,Y,15,0
34,44321,MORTGAGE,6.5,PERSONAL,A,4707,6.51,0.106,N,17,0
22,56297,MORTGAGE,17.3,EDUCATION,B,18562,10.58,0.33,N,21,1
24,90323,OWN,1.3,EDUCATION,B,10672,8.2,0.118,N,22,0
42,74812,RENT,0.5,EDUCATION,C,6494,14.56,0.087,N,23,0
56,50009,RENT,1.5,MEDICAL,C,10535,13.28,0.211,N,19,0
28,63115,MORTGAGE,0.7,VENTURE,A,22474,5.38,0.356,N,9,0
34,144062,RENT,0.9,PERSONAL,B,29553,9.38,0.205,N,26,0
22,76292,RENT,2.0,DEBTCONSOLIDATION,E,32271,18.07,0.423,N,4,0
48,41712,RENT,2.7,DEBTCONSOLIDATION,B,3718,10.28,0.089,N,8,0
25,98995,MORTGAGE,11.7,VENTURE,B,30505,9.57,0.308,N,21,0
36,60792,RENT,1.1,VENTURE,B,13165,9.64,0.217,N,28,0
45,28867,MORTGAGE,17.8,VENTURE,B,7748,9.0,0.268,N,11,0
40,44382,RENT,8.3,HOMEIMPROVEMENT,A,2501,5.53,0.056,N,12,0
27,21812,RENT,10.7,HOMEIMPROVEMENT,A,8647,7.98,0.396,N,21,0
40,13950,RENT,13.3,HOMEIMPROVEMENT,A,19212,8.2,1.377,N,2,0
30,29086,RENT,7.0,HOMEIMPROVEMENT,D,22631,15.2,0.778,N,12,1
57,52439,MORTGAGE,7.8,VENTURE,A,16590,7.6,0.316,N,6,1
27,52524,OWN,2.9,VENTURE,F,33760,20.93,0.643,N,23,1
61,22553,MORTGAGE,3.6,DEBTCONSOLIDATION,D,21463,16.94,0.952,N,14,1
43,13249,RENT,13.5,PERSONAL,C,4735,12.84,0.357,Y,17,1
54,110075,MORTGAGE,2.4,DEBTCONSOLIDATION,C,26562,12.11,0.241,N,12,0
33,51658,RENT,0.2,DEBTCONSOLIDATION,A,11783,5.77,0.228,N,6,0
33,115340,RENT,7.2,PERSONAL,C,24390,14.31,0.211,N,7,0
29,111772,MORTGAGE,4.3,PERSONAL,F,2136,20.33,0.019,N,4,0
31,73430,MORTGAGE,8.4,DEBTCONSOLIDATION,A,17822,6.91,0.243,N,28,0
57,50641,RENT,,DEBTCONSOLIDATION,B,30397,7.7,0.6,N,3,0
63,39390,RENT,4.9,DEBTCONSOLIDATION,A,9615,,0.244,Y,22,0
65,72782,OWN,1.4,PERSONAL,C,16704,11.47,0.23,N,7,0
53,44894,RENT,11.7,PERSONAL,A,21004,5.0,0.468,N,11,1
60,35444,OWN,,HOMEIMPROVEMENT,B,22886,9.36,0.646,N,7,0
29,15462,OTHER,9.3,VENTURE,C,34759,12.6,2.248,N,22,1
